title,release_year,runtime
Against All Flags,1952.0,83.0
Andy Hardy Meets Debutante,1940.0,88.0
Annabel Takes a Tour,1938.0,67.0
Backstairs,1921.0,50.0
One on One,1977.0,98.0
Camille Claudel 1915,2013.0,95.0
The Plot Against Harry,1989.0,81.0
A Letter to Momo,2012.0,120.0
Maps to the Stars,2014.0,112.0
Helen,2009.0,120.0
Go Fast,2008.0,90.0
My Best Enemy,2011.0,109.0
The Wrath of God,1972.0,111.0
The Shape of Things to Come,1979.0,98.0
The Case Against 8,2014.0,109.0
Goodbye World,2013.0,101.0
Frequencies,2013.0,105.0
So Undercover,2012.0,94.0
Mindscape,2013.0,99.0
Northeast,2012.0,77.0
Asylum,1997.0,90.0
Back in the Day,2014.0,94.0
Les toits de Paris,2007.0,98.0
Bikini Spring Break,2012.0,87.0
22 Jump Street,2014.0,112.0
Human Capital,2014.0,111.0
The Equalizer,2014.0,132.0
For Ellen,2012.0,93.0
How to Train Your Dragon 2,2014.0,102.0
Lord of Tears,2013.0,100.0
The Sudden Wealth of the Poor People of Kombach,1971.0,102.0
Bambou,2009.0,97.0
Birdman,2014.0,119.0
Lope,2010.0,106.0
Saving Grace B. Jones,2009.0,0.0
Sexual Chronicles of a French Family,2012.0,81.0
Bitter Creek,1954.0,74.0
Murder by Proxy,1954.0,87.0
Blackout,1985.0,100.0
Blood Shed,2014.0,100.0
Born Reckless,1937.0,59.0
"Tell Me That You Love Me, Junie Moon",1970.0,113.0
Play It As It Lays,1972.0,99.0
17 Girls,2011.0,87.0
Crawlspace,2013.0,90.0
Broadway Idiot,2013.0,81.0
Broken Kingdom,2012.0,90.0
Brooklyn Babylon,2001.0,89.0
The Dirties,2013.0,83.0
The Mind of Mr. Soames,1970.0,92.0
Mrs. Pollifax: Spy,1971.0,110.0
Snapshot,1979.0,92.0
Brainstorm,1965.0,105.0
Money as Debt,2006.0,47.0
Beginning of an Unknown Era,1967.0,73.0
Norman... Is That You?,1976.0,91.0
I See a Dark Stranger,1946.0,112.0
Brooklyn Dodgers: The Ghosts of Flatbush,2007.0,0.0
Brother,2010.0,97.0
For No Good Reason,2012.0,89.0
Haunt,2014.0,86.0
Doc of the Dead,2014.0,81.0
I Do,2013.0,91.0
The Legend of the 7 Golden Vampires,1974.0,85.0
Coming Home,2014.0,111.0
Boyhood,2014.0,164.0
The Trials of Cate McCall,2013.0,89.0
Tillbaka till Bromma,2014.0,94.0
Saints and Soldiers: Airborne Creed,2012.0,94.0
Tall Story,1960.0,91.0
Think Like a Man Too,2014.0,105.0
Thin Ice,1937.0,79.0
The Pool Boys,2011.0,84.0
Jersey Boys,2014.0,134.0
The Corridor,2012.0,99.0
Nick Fury: Agent of S.H.I.E.L.D.,1998.0,120.0
The Pirates of Blood River,1962.0,87.0
Bitch Hug,2012.0,101.0
Caprice,1967.0,92.0
The Internet's Own Boy: The Story of Aaron Swartz,2014.0,105.0
Anita,2013.0,85.0
8 Days to Premiere,2008.0,110.0
A Mother's Courage,2009.0,0.0
112 Weddings,2014.0,115.0
A Fine Pair,1968.0,113.0
A Kid for Two Farthings,1956.0,96.0
A Woman's Secret,1949.0,84.0
The Deadly Trap,1971.0,96.0
Transformers: Age of Extinction,2014.0,165.0
Metalhead,2013.0,97.0
Russian Roulette,1975.0,93.0
Attack of the 50 Ft. Woman,1993.0,85.0
August,2011.0,100.0
Our Man In Marrakesh,1966.0,92.0
Belle Starr,1941.0,82.0
Belle Starr,1980.0,97.0
Finding Vivian Maier,2014.0,83.0
Jack Strong,2014.0,128.0
Jennifer,1978.0,90.0
Perfect Sisters,2014.0,100.0
Belly 2: Millionaire Boyz Club,2008.0,76.0
Beware of Pity,1946.0,98.0
Frank,2014.0,95.0
I Belong,2012.0,118.0
Mama's Boy,2007.0,93.0
Sound of Redemption: The Frank Morgan Story,2016.0,84.0
In Bloom,2013.0,102.0
Very Good Girls,2013.0,91.0
Joe's Palace,2007.0,108.0
Day of the Animals,1977.0,97.0
Savage Beasts,1984.0,92.0
Happy Birthday to a Beautiful Woman,2012.0,0.0
They Came Together,2014.0,84.0
Questioning Darwin,2014.0,56.0
Honey,2013.0,96.0
The Son-Daughter,1932.0,79.0
Planes: Fire & Rescue,2014.0,83.0
Black Gunn,1972.0,97.0
"Shoot First, Die Later",1974.0,94.0
"So Evil, So Young",1963.0,77.0
Elaine Stritch: Shoot Me,2013.0,80.0
Wild Oranges,1924.0,76.0
Stuart: A Life Backwards,2007.0,92.0
The Mortician,2011.0,91.0
Not Another Not Another Movie,2011.0,89.0
Mrs. Brown's Boys D'Movie,2014.0,94.0
Sunburn,1979.0,99.0
Francis,1950.0,91.0
The Gunfighter,2014.0,9.0
Let the Fire Burn,2013.0,95.0
Tammy,2014.0,97.0
Kabhi Haan Kabhi Naa,1993.0,158.0
Radio Free Albemuth,2010.0,110.0
The Friends,1971.0,100.0
Le pélican,1974.0,83.0
Colorful,2010.0,127.0
The Babadook,2014.0,93.0
Mystery on Monster Island,1981.0,105.0
Killer Legends,2014.0,86.0
Black Moon,1934.0,68.0
Blue,2002.0,116.0
Blue,2003.0,108.0
Brother Rat,1938.0,87.0
White God,2014.0,121.0
Whiplash,2014.0,105.0
Luther,1974.0,110.0
Gone Girl,2014.0,145.0
Brother's Justice,2010.0,80.0
Willie and Phil,1980.0,115.0
The Angriest Man in Brooklyn,2014.0,84.0
Life Itself,2014.0,120.0
Brothers,2011.0,120.0
Ride the Divide,2010.0,82.0
Finding Fela,2014.0,120.0
Duplicate,1998.0,166.0
Missing William,2014.0,91.0
Favor,2013.0,102.0
Dogs,1976.0,90.0
A mí las mujeres ni fu ni fa,1971.0,88.0
The Sunfish,2014.0,100.0
Eye of the Cat,1969.0,102.0
Massacre in Dinosaur Valley,1985.0,88.0
Chronicle of a Disappearance,1996.0,88.0
Dawn of the Planet of the Apes,2014.0,130.0
The Great Magician,2011.0,128.0
The Ultimate Warrior,1975.0,94.0
Ra.One,2011.0,156.0
Gun Woman,2014.0,86.0
A Child in the Crowd,1976.0,85.0
Le Rebelle,1980.0,0.0
Watercolors,2008.0,114.0
The Battered Bastards of Baseball,2014.0,80.0
No One Lives,2013.0,86.0
Unraveled,2012.0,85.0
Buckskin Frontier,1943.0,76.0
Budz House,2011.0,84.0
Bullet,2014.0,87.0
Bullet for a Badman,1964.0,80.0
Bulletproof Salesman,2008.0,70.0
Miss Violence,2013.0,99.0
A Dispatch from Reuter's,1940.0,90.0
Bachelor Flat,1962.0,91.0
The Beast with a Million Eyes,1958.0,78.0
The Strange One,1957.0,100.0
Pierre et Djemila,1987.0,0.0
Summer School,1978.0,81.0
Billy Two Hats,1974.0,99.0
Buffalo Bill,1943.0,90.0
Deliver Us from Evil,2014.0,118.0
If I Were You,2013.0,115.0
The Saratov Approach,2013.0,101.0
Jonestown: Paradise Lost,2007.0,88.0
Charlie's Country,2013.0,108.0
Finding Normal,2013.0,90.0
Margaret Thatcher: The Long Walk to Finchley,2008.0,84.0
And So It Goes,2014.0,94.0
Ju-on: The Beginning of the End,2014.0,91.0
Torment,2013.0,81.0
Healing,2014.0,112.0
Hellphone,2007.0,98.0
Premature,2014.0,93.0
The Brain,1988.0,94.0
The Severed Arm,1973.0,89.0
Bloodline,2011.0,92.0
Unrated II: Scary as Hell,2011.0,72.0
Air Panic,2002.0,91.0
Darkest Night,2012.0,99.0
Bluebeard,1936.0,13.0
Sex Tape,2014.0,97.0
Going Down in La-La Land,2011.0,104.0
Operation Ganymed,1977.0,118.0
Pinball Summer,1980.0,99.0
Ride Beyond Vengeance,1966.0,101.0
EMR,2004.0,86.0
I Origins,2014.0,106.0
Gunbuster vs Diebuster Aim for the Top! The GATTAI!! Movie,2006.0,180.0
The Front Line,2011.0,133.0
Wrestling For Jesus: The Tale of T-Money,2011.0,70.0
One Man Up,2001.0,100.0
The Purge: Anarchy,2014.0,104.0
Bullets For O'Hara,1941.0,50.0
Bundle of Joy,1956.0,98.0
Bush Christmas,1947.0,77.0
Words and Pictures,2013.0,111.0
Guardians of the Galaxy,2014.0,121.0
The Ghost Goes West,1935.0,95.0
The Nazi Officer's Wife,2003.0,90.0
10.5,2004.0,165.0
The Strange Color of Your Body's Tears,2013.0,102.0
The Signal,2014.0,95.0
The Ballroom,2007.0,95.0
Busses Roar,1942.0,58.0
But Not For Me,1959.0,111.0
Butcher Boys,2013.0,86.0
By Dawn's Early Light,2001.0,100.0
Jimmy's Hall,2014.0,106.0
Super Hero Party Clown,2012.0,84.0
Willow Creek,2013.0,80.0
The Expendables 3,2014.0,127.0
Gunday,2014.0,152.0
Goliyon Ki Raasleela Ram-Leela,2013.0,150.0
Ek Villain,2014.0,129.0
Kites,2010.0,131.0
Hercules,2014.0,99.0
Monty Python Live (Mostly),2014.0,138.0
Once My Mother,2014.0,75.0
Blood in the Mobile,2010.0,83.0
Hide Your Smiling Faces,2014.0,81.0
Paradise: Hope,2013.0,92.0
Villa Amalia,2009.0,94.0
The Detective,2007.0,109.0
A Most Wanted Man,2014.0,121.0
Sky Murder,1940.0,72.0
Molly Maxwell,2013.0,91.0
Wish I Was Here,2014.0,120.0
Sandakan No. 8,1974.0,120.0
Sex in Chains,1928.0,107.0
Valley of the Dragons,1961.0,82.0
Coney Island,1917.0,25.0
Never Weaken,1921.0,29.0
Go for Sisters,2013.0,123.0
Playing with Love,1977.0,94.0
C.O.G.,2013.0,92.0
C'mon Man,2012.0,101.0
Julius Caesar,2002.0,240.0
Cafe,2011.0,95.0
Café Metropole,1937.0,84.0
The Wrath of Cain,2010.0,84.0
Lust for Love,2014.0,85.0
The Pursuit of Unhappiness,2012.0,87.0
Ella y el miedo,1964.0,87.0
Sorrow and Joy,2013.0,107.0
Fugitives,2000.0,0.0
Family United,2013.0,101.0
California Conquest,1952.0,78.0
Call Me Bwana,1963.0,102.0
Two Tars,1928.0,21.0
The Visitor,1979.0,108.0
The Unholy Wife,1957.0,94.0
The Keeper,2004.0,95.0
Rasmus and the Vagabond,1981.0,105.0
The Stag,2013.0,94.0
Finding Bliss,2009.0,96.0
Gracie's Choice,2004.0,90.0
Father and Guns,2009.0,107.0
Loser Takes All!,2004.0,92.0
Boogie,2009.0,82.0
Tables Turned on the Gardener,1895.0,1.0
Call of the Wild,2009.0,87.0
Hellion,2014.0,98.0
The Trip to Italy,2014.0,108.0
Food,1993.0,14.0
For a Woman,2013.0,110.0
Earth to Echo,2014.0,89.0
Two Lives,2012.0,97.0
Largo Winch II,2011.0,119.0
Westfront 1918,1930.0,97.0
Maidentrip,2014.0,82.0
Kidnapped for Christ,2014.0,85.0
8-Ball,2013.0,110.0
Maata meren alla,2009.0,
Step Up All In,2014.0,112.0
The Mystery of the 13th Guest,1943.0,60.0
Invasion of the Star Creatures,1962.0,70.0
Gog,1954.0,85.0
Video Games: The Movie,2014.0,101.0
The Girl Who Talked to Dolphins,2014.0,60.0
Val Lewton: The Man in the Shadows,2007.0,77.0
Return to Life,1937.0,47.0
Sharktopus vs Pteracuda,2014.0,88.0
The Key,1934.0,71.0
A Day's Pleasure,1919.0,17.0
America 3000,1986.0,84.0
An Eye for an Eye,1957.0,113.0
Andy Hardy's Blonde Trouble,1944.0,107.0
Sexual Life,2005.0,96.0
Life After Beth,2014.0,90.0
Lowlands,1954.0,98.0
Around June,2011.0,93.0
C.C. and Company,1970.0,94.0
Felony,2014.0,105.0
The Rover,2014.0,103.0
Slaying the Badger,2014.0,77.0
Shark!,1969.0,92.0
The Italian,2010.0,102.0
Get on Up,2014.0,139.0
The Last Mogul,2005.0,0.0
1,2013.0,112.0
The Suspect,2013.0,137.0
Space Milkshake,2012.0,85.0
The Dog,2013.0,100.0
A Fool There Was,1915.0,67.0
Magic in the Moonlight,2014.0,97.0
Impudent Girl,1985.0,96.0
Our Fathers,2005.0,130.0
Pucked,2006.0,83.0
The Thirty Nine Steps,1978.0,102.0
Abby,1974.0,89.0
And While We Were Here,2013.0,83.0
Winter Sleep,2014.0,196.0
When I Walk,2013.0,80.0
What! No Beer?,1933.0,66.0
In Order of Disappearance,2014.0,115.0
Housebound,2014.0,109.0
Zarafa,2012.0,78.0
Le Nouveau Jean-Claude,2002.0,0.0
Screamtime,1983.0,91.0
Very Happy Alexander,1968.0,100.0
The Hundred-Foot Journey,2014.0,122.0
Batman: Assault on Arkham,2014.0,75.0
White Frog,2012.0,93.0
Where the Trail Ends,2012.0,85.0
A Bell for Adano,1945.0,103.0
A Lady Without Passport,1950.0,74.0
Ambush,1950.0,90.0
Ambush,1973.0,97.0
R100,2013.0,100.0
Rituals,1977.0,100.0
American Revolutionary: The Evolution of Grace Lee Boggs,2013.0,82.0
The Dragon Missile,1976.0,82.0
The Fifth Cord,1971.0,90.0
The Den,2013.0,81.0
Zero Motivation,2014.0,97.0
Blade on the Feather,1980.0,82.0
Calling Bulldog Drummond,1951.0,80.0
Free Samples,2012.0,80.0
Quicksand,2003.0,94.0
Jupiter Ascending,2015.0,124.0
Teenage Mutant Ninja Turtles,2014.0,101.0
I'll Follow You Down,2013.0,93.0
Death in Buenos Aires,2014.0,90.0
Who the F**K Is Arthur Fogel,2013.0,93.0
Camouflage,2001.0,98.0
Rob the Mob,2014.0,104.0
The Hero,1966.0,120.0
The Old Lady and the Pigeons,1997.0,25.0
The Reckoning,2014.0,86.0
The Giver,2014.0,94.0
Only God Knows,2006.0,115.0
The Pretty One,2014.0,90.0
Revenge of the Green Dragons,2014.0,94.0
Unborn in the USA: Inside the War on Abortion,2007.0,105.0
Mr. Wong in Chinatown,1939.0,71.0
Maniacts,2001.0,92.0
Cane Toads: The Conquest,2010.0,85.0
So Much So Fast,2006.0,0.0
What About Dick?,2012.0,80.0
Crossroads,1942.0,83.0
Rendezvous,1935.0,94.0
Let's Be Cops,2014.0,104.0
Can I Do It Till I Need Glasses?,1977.0,73.0
Paradise,2013.0,86.0
My way to Olympia,2013.0,85.0
Far Out Isn't Far Enough: The Tomi Ungerer Story,2012.0,98.0
D-Day The Sixth of June,1956.0,106.0
Direct from Brooklyn,1999.0,45.0
The Autobiography of Miss Jane Pittman,1974.0,112.0
The Strangler,1964.0,89.0
You and Me,1971.0,97.0
Alexander: The Neva Battle,2008.0,110.0
An Act of Murder,1948.0,91.0
Antboy,2013.0,76.0
Antboy: Revenge of the Red Fury,2014.0,80.0
Appleseed Alpha,2014.0,90.0
Generation Um...,2012.0,96.0
Carry On... Up the Khyber,1968.0,88.0
The Wise Guys,1965.0,128.0
Switch,2011.0,104.0
Six Days in June,2007.0,105.0
Snake River Desperadoes,1951.0,54.0
Bad Johnson,2014.0,88.0
Campus Rhythm,1943.0,63.0
Captain Blood,1960.0,95.0
The Inbetweeners 2,2014.0,96.0
Jesse Stone: Thin Ice,2009.0,88.0
State Affairs,2009.0,99.0
The First Man,2011.0,100.0
Sarraounia,1986.0,120.0
Buud Yam,1997.0,97.0
Captain Nemo and the Underwater City,1969.0,105.0
Breaking Point,1976.0,92.0
My Summer Story,1994.0,85.0
Age of Tomorrow,2014.0,90.0
Osaka Elegy,1936.0,71.0
The Wild Party,1975.0,109.0
The Phantom Stagecoach,1957.0,69.0
The Sacrament,2013.0,99.0
Make Your Move,2013.0,110.0
Sin City: A Dame to Kill For,2014.0,102.0
Authors Anonymous,2014.0,92.0
The Last Blitzkrieg,1959.0,84.0
How to Be a Man,2013.0,90.0
Fingers at the Window,1942.0,80.0
If I Stay,2014.0,106.0
WWE: The Rise & Fall of ECW,2004.0,170.0
A Circle of Deception,1960.0,100.0
The Message,1976.0,198.0
All the Way Home,1963.0,97.0
All the Way Home,1981.0,120.0
The Man Who Couldn't Say No,1975.0,103.0
The Other F Word,2011.0,98.0
A Message from Akira Kurosawa: For Beautiful Movies,2000.0,81.0
The Lights of Ten Thousand Homes,1948.0,114.0
The Canal,2014.0,92.0
Night Moves,2014.0,112.0
The Split,1968.0,91.0
Foreign Letters,2012.0,100.0
Boom!,1968.0,113.0
Avalon,2011.0,79.0
Bandido!,1956.0,92.0
Barquero,1970.0,115.0
Beslan: Three Days in September,2006.0,75.0
Proxy,2013.0,122.0
The Effect of Love,2007.0,94.0
Boris Godunov,1986.0,130.0
Happy New Year,1973.0,90.0
Are You Here,2013.0,114.0
Alligator Eyes,1990.0,101.0
The Clown and The Kid,1961.0,65.0
Welcome to New York,2014.0,125.0
"Two Days, One Night",2014.0,95.0
Kummeli V,2014.0,105.0
The Tunnel,1935.0,94.0
Losers' Club,2011.0,105.0
Lights Out,2013.0,3.0
The Undertaker and His Pals,1966.0,63.0
2AM: The Smiling Man,2013.0,4.0
How the Myth Was Made: A Study of Robert Flaherty's Man of Aran,1984.0,59.0
"I Love, You Love",1989.0,95.0
"If Footmen Tire You, What Will Horses Do?",1971.0,52.0
The Space Movie,1980.0,78.0
Coherence,2013.0,89.0
Just A Gigolo,1931.0,66.0
Redwood Highway,2013.0,90.0
The Scarlet Clue,1945.0,65.0
A Birder's Guide to Everything,2013.0,86.0
A Woman's Tale,1991.0,93.0
Arsène Lupin Returns,1938.0,81.0
Beautiful,2008.0,88.0
King's Faith,2013.0,108.0
Cantinflas,2014.0,106.0
The Pyramid,2014.0,89.0
Exists,2014.0,86.0
Waiting for Armageddon,2009.0,74.0
Life of Crime,2013.0,94.0
Cat Run 2,2014.0,97.0
"As Above, So Below",2014.0,93.0
Hostile Witness,1968.0,101.0
"Peace, Propaganda & the Promised Land",2005.0,80.0
Reel Bad Arabs: How Hollywood Vilifies a People,2006.0,50.0
A Blast,2014.0,83.0
Charlie Chan in the Secret Service,1944.0,63.0
The Living Ghost,1942.0,61.0
Behind That Curtain,1929.0,91.0
Breakout,2007.0,0.0
Bullet Scars,1942.0,59.0
Never Make It Home,2011.0,0.0
The One I Love,2014.0,91.0
Passenger Side,2009.0,120.0
Among Us,2011.0,84.0
See You Next Tuesday,2013.0,82.0
Killing Us Softly 4: Advertising's Image Of Women,2010.0,45.0
No Logo: Taking Aim at the Brand Bullies,2003.0,42.0
Killing Us Softly 3: Advertising's Image of Women,1999.0,34.0
Headshot,2011.0,105.0
El niño,2014.0,136.0
Antisocial,2013.0,90.0
The Red Elvis,2007.0,90.0
The Codes of Gender,2010.0,73.0
The Guest,2014.0,99.0
Woodstock Diary,1994.0,115.0
Leprechaun: Origins,2014.0,90.0
To Be Takei,2014.0,94.0
Captive Heart: The James Mink Story,1996.0,91.0
Angry Video Game Nerd: The Movie,2014.0,115.0
A Guy and a Gal,1975.0,94.0
Zaza,1938.0,83.0
The Long Ride Home,2003.0,87.0
The Holy Man,1965.0,65.0
Bottled Up,2013.0,81.0
The Beast Must Die,1974.0,93.0
Vinyl,2000.0,110.0
Oklahoma Crude,1973.0,108.0
The Pyx,1973.0,108.0
Nixon by Nixon: In His Own Words,2014.0,72.0
House of Women,1962.0,85.0
A Dangerous Profession,1949.0,79.0
A Lady of Chance,1928.0,78.0
Aaron Loves Angela,1975.0,99.0
Alamo Bay,1985.0,98.0
Ann Carver's Profession,1933.0,71.0
Beauty and the Boss,1932.0,66.0
2081,2009.0,25.0
Mi Amigo Hugo,2014.0,0.0
Två killar och en tjej,1983.0,111.0
Slow Southern Steel,2011.0,90.0
Blazing Guns,1943.0,54.0
Boy of the Streets,1937.0,76.0
Cardinal Richelieu,1935.0,82.0
Care Bears To the Rescue,2010.0,65.0
The Sell Out,1976.0,88.0
The Little Norse Prince,1968.0,82.0
Anna,1994.0,100.0
"Things I Like, Things I Don't Like",1989.0,9.0
Return to Homs,2013.0,87.0
Before I Go to Sleep,2014.0,92.0
Pay 2 Play: Democracy's High Stakes,2014.0,87.0
The New Rulers of the World,2001.0,65.0
Atlas Shrugged Part III: Who is John Galt?,2014.0,99.0
The Great King,1942.0,118.0
Career,1959.0,105.0
Pride,2014.0,119.0
Into the Storm,2014.0,89.0
The Calling,2014.0,108.0
Aftermath,2012.0,92.0
Third Person,2013.0,137.0
Honeymoon,2014.0,87.0
God's Pocket,2014.0,88.0
Tennessee Johnson,1942.0,103.0
The Drop,2014.0,106.0
The Motel Life,2012.0,95.0
Pharaoh's Curse,1957.0,66.0
"20,000 Days on Earth",2014.0,97.0
Captivated: The Trials of Pamela Smart,2014.0,102.0
A Good Job: Stories of the FDNY,2014.0,60.0
Cheech & Chong's Animated Movie,2013.0,84.0
The Skeleton Twins,2014.0,90.0
Saint Seiya: Legend of Sanctuary,2014.0,93.0
Where The Dead Go to Die,2012.0,95.0
Bambi Meets Godzilla,1969.0,2.0
A Return to Salem's Lot,1987.0,101.0
Advance To The Rear,1964.0,97.0
Camel Spiders,2011.0,80.0
Carnegie Hall,1947.0,135.0
Very Ordinary Couple,2013.0,112.0
Dim Sum: A Little Bit of Heart,1985.0,88.0
Newsfront,1978.0,110.0
Beautiful Losers,2008.0,90.0
Bullies,1986.0,96.0
"20,000 Leagues Under the Sea",1997.0,95.0
Carry On Spying,1964.0,87.0
Carson City,1952.0,87.0
Cast a Dark Shadow,1955.0,82.0
Castle in the Desert,1942.0,62.0
Aftermath: Population Zero,2008.0,90.0
Grassroots,2012.0,98.0
The Groundstar Conspiracy,1972.0,103.0
Tattoo Nation,2013.0,86.0
The Shamrock Handicap,1926.0,66.0
American Dreams in China,2013.0,112.0
The Naked Face,1984.0,103.0
The Maze Runner,2014.0,113.0
No Good Deed,2014.0,83.0
Camp X-Ray,2014.0,117.0
Hori Smoku Sailor Jerry,2008.0,73.0
Men Without Women,1930.0,77.0
Below Sea Level,2008.0,110.0
Power and Terror: Noam Chomsky in Our Times,2002.0,74.0
Noam Chomsky: Distorted Morality,2003.0,55.0
A Beast at Bay,1912.0,17.0
Target,2011.0,158.0
Castle on the Hudson,1940.0,77.0
Catacombs,1988.0,84.0
Marilena de la P7,2006.0,45.0
"Uncle Marin, the Billionaire",1979.0,88.0
The Obama Deception,2009.0,111.0
Homevideo,2011.0,89.0
Aladin,2008.0,0.0
Sharknado 2: The Second One,2014.0,86.0
The Riot Club,2014.0,107.0
A Walk Among the Tombstones,2014.0,113.0
The Galapagos Affair: Satan Came to Eden,2014.0,126.0
My Old Lady,2014.0,107.0
Thomasine & Bushrod,1974.0,95.0
1971,2014.0,80.0
The Other One,2014.0,94.0
Affluenza,2014.0,85.0
700 Sundays,2014.0,119.0
Laggies,2014.0,100.0
The Confession,1970.0,139.0
A Well Spent Life,1971.0,44.0
Hot Pepper,1973.0,54.0
Bethlehem,2013.0,99.0
God Help the Girl,2014.0,111.0
Misconception,2014.0,93.0
The Last Season,2014.0,78.0
Cause for Alarm,1951.0,74.0
What We Did on Our Holiday,2014.0,95.0
Fall of the Republic: The Presidency of Barack H. Obama,2009.0,144.0
Kiev Frescoes,1966.0,13.0
The Severed Heads,1957.0,20.0
Dead Within,2014.0,91.0
Free Range/Ballad on Approving of the World,2013.0,104.0
Force Majeure,2014.0,118.0
Heavyweights,2007.0,94.0
Beste Zeit,2008.0,95.0
Räuber Kneißl,2008.0,0.0
The Pearl Color,2009.0,103.0
My Life in Orange,2011.0,110.0
Wer's glaubt wird selig,2012.0,105.0
Brother's War,2009.0,100.0
A Soldier's Tale,1988.0,96.0
The Lonely Villa,1909.0,8.0
Spasmo,1974.0,94.0
The Musketeers of Pig Alley,1912.0,17.0
CBGB,2013.0,101.0
Cement,2000.0,0.0
Centennial,1978.0,1256.0
The Homesman,2014.0,122.0
Center Stage,1991.0,126.0
Cesar Chavez,2014.0,102.0
Chad Hanna,1940.0,86.0
Chain Lightning,1950.0,94.0
An Average Little Man,1977.0,122.0
When Eight Bells Toll,1971.0,94.0
Trailer Park Boys: Don't Legalize It,2014.0,95.0
The Uncertainty Principle,2002.0,133.0
Monkey's Teeth,1960.0,11.0
Dead Times,1964.0,10.0
The World of Kanako,2014.0,118.0
The November Man,2014.0,108.0
My Girlfriend Is an Agent,2009.0,112.0
The Night They Raided Minsky's,1968.0,99.0
Cold Turkey,1971.0,99.0
White Bird in a Blizzard,2014.0,91.0
The Snails,1966.0,10.0
Helter Skelter,1976.0,184.0
Chain of Command,1994.0,97.0
"Electric Boogaloo: The Wild, Untold Story of Cannon Films",2014.0,107.0
The Occupants,2014.0,0.0
Not Cool,2014.0,90.0
Who Am I,2014.0,105.0
Wer,2013.0,89.0
"First Case, Second Case",1979.0,53.0
Gang Tapes,2001.0,91.0
Corpo celeste,2011.0,100.0
When Animals Dream,2014.0,84.0
The Boxtrolls,2014.0,97.0
The Tale of the Princess Kaguya,2013.0,137.0
Forbidden City Cop,1996.0,89.0
The Girl on the Train,2014.0,80.0
Gore Vidal: The United States of Amnesia,2013.0,89.0
Double Play: James Benning and Richard Linklater,2013.0,70.0
Looking for Maria Sanchez,2013.0,98.0
A Bullet for Joey,1955.0,85.0
A Girl in Every Port,1928.0,62.0
A Girl in Every Port,1952.0,86.0
Africa: Texas Style!,1967.0,109.0
How Wang-Fo Was Saved,1987.0,15.0
The Captive,1988.0,7.0
Glumov's Diary,1923.0,5.0
Nine Lives,1957.0,96.0
The Chasers,1959.0,94.0
The Bridal Party in Hardanger,1926.0,104.0
The Empty Hours,2013.0,100.0
This Is Where I Leave You,2014.0,103.0
The 50 Worst Movies Ever Made,2004.0,60.0
MURPH: The Protector,2013.0,79.0
Alice,2005.0,102.0
Hur som helst är han jävligt död,2000.0,
Barbary Coast Gent,1944.0,87.0
Angel's Egg,1985.0,71.0
"Park Avenue: Money, Power & The American Dream",2012.0,70.0
The Koumiko Mystery,1965.0,54.0
Junkopia,1981.0,6.0
The Look of Silence,2014.0,103.0
The Abdication,1974.0,103.0
51,2011.0,87.0
The Case of the Grinning Cat,2004.0,59.0
Cabin Fever: Patient Zero,2014.0,91.0
American Sniper,2014.0,133.0
Fort Bliss,2014.0,116.0
Tusk,2014.0,102.0
Arrapaho,1984.0,0.0
Protektor,2009.0,98.0
Hector and the Search for Happiness,2014.0,114.0
Rigor Mortis,2013.0,105.0
The Dinner,1998.0,126.0
Unfair Competition,2001.0,110.0
The Overnighters,2014.0,102.0
Rock-a-Bye Baby,1958.0,103.0
Hollywood or Bust,1956.0,95.0
Bakeneko: A Vengeful Spirit,1968.0,86.0
The Tribe,2014.0,130.0
Around the Block,2013.0,104.0
Space Station 76,2014.0,94.0
Horns,2013.0,120.0
Annabelle,2014.0,99.0
American Promise,2013.0,135.0
Madicken of June Hill,1980.0,82.0
She Devils of the SS,1972.0,95.0
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1982.0,70.0
At Land,1944.0,15.0
A Study in Choreography for Camera,1945.0,4.0
Bloody Pit of Horror,1965.0,87.0
Fangs of the Living Dead,1969.0,98.0
Wolf Girl,2001.0,97.0
Open Windows,2014.0,101.0
Happy Christmas,2014.0,82.0
Two Night Stand,2014.0,86.0
SS Camp 5: Women's Hell,1977.0,96.0
SS Experiment Love Camp,1976.0,94.0
Chained,1934.0,76.0
Chained Heat 2,1993.0,99.0
Challenge of the Masters,1976.0,95.0
Darktown Strutters,1975.0,90.0
Time of Eve: The Movie,2010.0,106.0
Dracula Untold,2014.0,92.0
Chandler,1971.0,85.0
Charles Bradley: Soul of America,2012.0,75.0
Charlie Chan at Monte Carlo,1937.0,71.0
Charlie Chan at the Circus,1936.0,72.0
Torrente 3 The Protector,2005.0,91.0
Stretch,2014.0,94.0
San Babila-8 P.M.,1976.0,105.0
Hellgate,1989.0,91.0
The Sleeping Car,1990.0,96.0
The Initiation,1984.0,97.0
Room 666,1982.0,43.0
The Rat Savior,1976.0,80.0
Automata,2014.0,110.0
The Prince,2014.0,93.0
As I Lay Dying,2013.0,110.0
Nicky's Family,2011.0,96.0
The Adventurer: The Curse of the Midas Box,2013.0,99.0
Charlie Chan at the Olympics,1937.0,71.0
Charlie Chan at the Opera,1936.0,68.0
Stereo,1969.0,65.0
Crimes of the Future,1970.0,70.0
Guernica,1950.0,13.0
Gold of Rome,1961.0,92.0
